asn,name,country,registry
AS263806,Galaxy Entertainment de Venezuela C.A.,VE,lacnic
AS263807,MEDIASTREAM SPA,CL,lacnic
AS263808,Cooperativa Electrica de Servicios y Obras Publicas de Oncativo Ltda.,AR,lacnic
AS263809,Facundo Valentini (Vallenet),AR,lacnic
AS26381,HSBC Technology & Services (USA) Inc,US,arin
AS263810,VOLKSWAGEN ARGENTINA,AR,lacnic
AS263811,COOPERATIVA UNION DEL SUD,AR,lacnic
AS263812,TL Group SRL ( IPXON Networks ),AR,lacnic
AS263813,iNet - Banda Ancha,PY,lacnic
AS263814,COOPERATIVA TELEFONICA DE SERVICIO PUBLICO Y COMUNICACIONES DE VILLA DEL TOTORAL LIMITADA,AR,lacnic
AS263815,JUAN SEBASTIAN LABORDA (PREMIER TECNOLOGIA GLOBAL DE CONEXION),AR,lacnic
AS263816,Camara de Diputados de Chile,CL,lacnic
AS263817,REDCA - RED CENTROAMERICANA DE TELECOMUNICACIONES,NI,lacnic
AS263818,JOSE GUILLERMO LACALLE,AR,lacnic
AS263819,DOBLECLICK SOFTWARE E INGENERIA,CO,lacnic
AS26382,EDUCATION 2020,US,arin
AS263820,GLOBAL TECHNOLOGY SRL,AR,lacnic
AS263821,Soluciones Favorables,HN,lacnic
AS263822,GRUPO EQUIS S.A.,AR,lacnic
AS263823,Jose Luis Zurakouski (MIX SERVICIOS & COMUNICACIONES),AR,lacnic
AS263824,Central TV and Internet Limited,BZ,lacnic
AS263825,ACTIVIA S.A.,AR,lacnic
AS263826,LINETS CHILE SPA,CL,lacnic
AS263827,Cooperativa Eléctrica y Servicios Anexos de San Manuel Ltda.,AR,lacnic
AS263829,HOST PARA TU VIDA S.A.,HN,lacnic
AS26383,"CHILITECH INTERNET SOLUTIONS, INC.",US,arin
AS263830,Servicios S.A.,AR,lacnic
AS263831,Contraloria General de la Republica,CR,lacnic
AS263832,GREEN JAL INVESTMENTS S.A.,CR,lacnic
AS263833,DIGITAL SAVIO S.A.,AR,lacnic
AS263834,VILLA GESELL TELEVISIÒN COMUNITARIA S.A.,AR,lacnic
AS263835,Devetel S.A.,CL,lacnic
AS263836,OIS TELECOMUNICACIONES SAS,CO,lacnic
AS263837,G. Bernardino de Souza - Eireli,BR,lacnic
AS263838,E&F TECNOLOGIA LTDA,BR,lacnic
AS263839,CENTRAL NACIONAL UNIMED - COOP. CENTRAL,BR,lacnic
AS26384,"Atlantic Broadband Finance, LLC",US,arin
AS263840,J M Souza Oliveira Ltda ME,BR,lacnic
AS263841,JOSE DIAS DE OLIVEIRA NETO,BR,lacnic
AS263842,UNIVERSIDADE FEDERAL DE MINAS GERAIS,BR,lacnic
AS263843,UNIVERSIDADE FEDERAL DE MINAS GERAIS,BR,lacnic
AS263844,UNIVERSIDADE FEDERAL DE MINAS GERAIS,BR,lacnic
AS263845,Padrao System Telecom,BR,lacnic
AS263846,Planeta Cyber Telecomunicações LTDA,BR,lacnic
AS263847,BS CONECT TELECOMUNICAÇOES LTDA,BR,lacnic
AS263848,Microsol .Com.Repar.Equip.Eletronicos Ltda ME,BR,lacnic
AS263849,STAR NET - PROVEDOR E SERVICOS DE INTERNET LTDA -,BR,lacnic
AS26385,The University of Vermont Medical Center Inc,US,arin
AS263850,Tribunal Regional do Trabalho 17ª Região,BR,lacnic
AS263852,3M DE MAGE INFORMATICA LTDA-ME,BR,lacnic
AS263853,INF Telecom,BR,lacnic
AS263854,JGC NET INFORMATICA LTDA - ME,BR,lacnic
AS263855,GIGAfy - MZLNET TELECOM,BR,lacnic
AS263856,TECK LINK INFORMÁTICA,BR,lacnic
AS263857,Tribunal de Contas da União,BR,lacnic
AS263858,RS NET EIRELI ME,BR,lacnic
AS263859,Prefeitura Municipal de Parauapebas,BR,lacnic
AS26386,Deep Systems LLC,US,arin
AS263860,KAIRO CORREA MARQUES - ME,BR,lacnic
AS263861,KzNet Telecom,BR,lacnic
AS263862,Speedt Inteligência em Tecnologia Ltda,BR,lacnic
AS263863,Theonet Informática Ltda Me,BR,lacnic
AS263864,CLIC RAPIDO EIRELI,BR,lacnic
AS263865,BILISIM PROVEDORES DE ACESSO A INTERNET LTDA - ME,BR,lacnic
AS263866,PEDRO ARLINDO DE SOUSA - ME,BR,lacnic
AS263867,WT SPEED TECNOLOGIA EM INFORMATICA LTDA -ME,BR,lacnic
AS263868,BMFLEX Telecom Eireli - ME,BR,lacnic
AS263869,NAVG TELECOMUNICACOES EIRELI - ME,BR,lacnic
AS26387,Weidenhammer,US,arin
AS263870,WEBSTORAGE TECNOLOGIA LTDA,BR,lacnic
AS263872,Santiagonet Provedoria de Acesso Ltda,BR,lacnic
AS263873,Conecta NET,BR,lacnic
AS263874,WBR INTERNET LTDA,BR,lacnic
AS263876,SUPERIOR TRIBUNAL DE JUSTICA,BR,lacnic
AS263877,rede banda larga,BR,lacnic
AS263878,L FONTENELE DOS SANTOS - ME - FontNet,BR,lacnic
AS263879,CR Net Telecomunicações Ltda-Me,BR,lacnic
AS26388,FIBERFI,US,arin
AS263880,WANTEL TECNOLOGIA LTDA. ­ EPP,BR,lacnic
AS263881,Vale S/A,BR,lacnic
AS263882,MTec Telecom LTDA.,BR,lacnic
AS263883,Transcabo Comunicações Ltda.,BR,lacnic
AS263884,Infotech de Bom Jardim C. de material de inf. Ltda,BR,lacnic
AS263885,Central NET,BR,lacnic
AS263886,oliveira santos telecomunicacoes ltda,BR,lacnic
AS263887,DBS Soluções Empresariais LTDA-ME,BR,lacnic
AS263888,FIUZA INFORMÁTICA & TELECOMUNICAÇÃO LTDA ME,BR,lacnic
AS263889,Estado do Maranhao-Tribunal de Justica do Maranhao,BR,lacnic
AS26389,Puerto Rico Department of Health,PR,arin
AS263890,FUNDACAO OSWALDO ARANHA,BR,lacnic
AS263891,TURBONET INFO E TELECOM,BR,lacnic
AS263892,Tribunal Regional Federal da Terceira Regiao,BR,lacnic
AS263893,Rede guay comercial e adm. de sistemas ltda,BR,lacnic
AS263894,RV SUL TELECOM LTDA - ME,BR,lacnic
AS263895,Vista Group Network Provedor Internet Banda Larga,BR,lacnic
AS263896,J A J INFORMATICA,BR,lacnic
AS263897,Jr Conect Solucoes Em Rede Ltda - ME,BR,lacnic
AS263898,Total Automação Com. de Peças e Equip. Inf.. LTDA,BR,lacnic
AS263899,VIATEC SERVICOS E COMUNICACOES LTDA - ME,BR,lacnic
AS2639,ZOHO,US,arin
AS26390,"TKL Interactive, Inc.",US,arin
AS263900,CHNET Telecom,BR,lacnic
AS263902,José Rildo Da Silva & Cia Ltda,BR,lacnic
AS263903,INFORBARRA TELECOM,BR,lacnic
AS263904,IUB Telecom Ltda,BR,lacnic
AS263905,New Group Telecomunicacoes LTDA,BR,lacnic
AS263906,SE-CONNECT INTERNET BANDA LARGA LTDA ME,BR,lacnic
AS263907,Softway Informatica Ltda,BR,lacnic
AS263908,VICONTEC TECNOLOGIA INTERNET E REDES LTDA,BR,lacnic
AS263909,Prefeitura Municipal de Santos,BR,lacnic
AS26391,"Critical Mention, Inc",US,arin
AS263910,Gurisat Gurinet Ltda Me,BR,lacnic
AS263911,GPT - GLOBAL PAICANDU TELECOM LTDA - ME,BR,lacnic
AS263912,PIXEL TELECOMUNICAÇÕES,BR,lacnic
AS263913,A. L. N. LOPES,BR,lacnic
AS263914,speed wifi telecom,BR,lacnic
AS263915,Connectronic Servicos Ltda,BR,lacnic
AS263916,Zatix Tecnologia S/A,BR,lacnic
AS263917,Nossarede Telecom LTDA ME,BR,lacnic
AS263918,WS TELECOMUNICACOES LTDA EPP,BR,lacnic
AS263919,POWERTECH INFORMATICA,BR,lacnic
AS26392,Tyco Electronics Corporation,US,arin
AS263920,MAST TELECOMUNICACOES E INFORMATICA LTDA,BR,lacnic
AS263921,PCNET Telecom,BR,lacnic
AS263922,SPEED TURBO TELECOM,BR,lacnic
AS263923,Cencob Central Assessoria em Cobrança Lt,BR,lacnic
AS263924,Satec Telecomunicações Ltda,BR,lacnic
AS263925,Acem Telecom Ltda,BR,lacnic
AS263926,colares provedor e servicos de internet ltda - me,BR,lacnic
AS263927,Marcio Morguenroth EPP,BR,lacnic
AS263928,JBMNET TELECOM,BR,lacnic
AS263929,E. S. DAMASCENO EIRELI - ME,BR,lacnic
AS26393,"FitzPatrick, Cella, Harper and Scinto",US,arin
AS263930,Mgcom Network Ltda-ME,BR,lacnic
AS263931,SpeedNet Telecom,BR,lacnic
AS263932,Impacto Informatica LTDA ME,BR,lacnic
AS263933,Sistem Telecom,BR,lacnic
AS263934,InfoRR -Soluções em Tecnologia,BR,lacnic
AS263935,URUCUINET TELECOM E INFORMATICA LTDA - ME,BR,lacnic
AS263936,BRASIL NET EMPREENDIMENTOS LTDA - ME,BR,lacnic
AS263937,Hi Tech Net Ltda - ME,BR,lacnic
AS263939,Loginnet Provedores Ltda ME,BR,lacnic
AS26394,Egleston Children's Hospital,US,arin
AS263940,TOP WEB TELECOM LTDA - ME,BR,lacnic
AS263941,MegaNET Serviços de Comunicação Multimídia Ltda,BR,lacnic
AS263942,SULVALE TELECOM LTDA.,BR,lacnic
AS263943,MALTA E CARVALHO LTDA - EPP,BR,lacnic
AS263944,FiberNet Telecomunicacoes,BR,lacnic
AS263945,ProveNET - Internet Service Provider,BR,lacnic
AS263946,HIGH CONNECT REDES DE TELECOMUNICACOES LTDA,BR,lacnic
AS263947,Tavares & Repolho Ltda-Me,BR,lacnic
AS263948,NEW LIFE TELECOM,BR,lacnic
AS263949,Mega Internet LTDA ME,BR,lacnic
AS26395,Johnson Controls Inc,US,arin
AS263950,TVANET TELECOM LTDA,BR,lacnic
AS263951,M.D DE SOUSA TELECOM - ME,BR,lacnic
AS263952,CONNECT TELECOM,BR,lacnic
AS263953,Tribunal de Justiça de Santa Catarina,BR,lacnic
AS263954,Cyber Control LTDA,BR,lacnic
AS263955,ANTONIO FERNANDO DE SOUZA CASAS - ME,BR,lacnic
AS263956,ProntoTelecom Internet,BR,lacnic
AS263957,Rodrigo Novais da Costa Ltda-ME,BR,lacnic
AS263958,GPS NET SERVICOS EM INTERNET,BR,lacnic
AS263959,FLEXTEL NETWORK TELECOMUNICACOES EIRELI - ME,BR,lacnic
AS263960,speed telecom,BR,lacnic
AS263961,M. ANTONIO OLIVEIRA LIMA,BR,lacnic
AS263962,Global Informática LTDA-ME,BR,lacnic
AS263963,Goldweb Barretos serviços de Telecomunicações Ltda,BR,lacnic
AS263964,Forest NET,BR,lacnic
AS263965,Linet Servicos de Comunicacao,BR,lacnic
AS263966,WORLD WIFI TELECOMUNICAÇÕES LTDA - ME,BR,lacnic
AS263967,MEGA PROVEDORES DE INTERNET E COM. DE INFO LTDA ME,BR,lacnic
AS263968,RF TELECOM,BR,lacnic
AS263969,CLIGUE TELECOMUNICACOES LTDA -ME,BR,lacnic
AS26397,"The Regents of the University of California - University of California, San Diego.",US,arin
AS263970,Strike Net Provedor de Acesso a Internet,BR,lacnic
AS263971,FaleMais Comunicações LTDA,BR,lacnic
AS263972,Do Vale Serviços Técnicos Ltda,BR,lacnic
AS263973,Silmar Zamboni Bertoncheli & CIA. LTDA.,BR,lacnic
AS263974,HELIO DE A. MORAIS -ME,BR,lacnic
AS263975,Smart Link Consultoria e serviços em telec. LTDA,BR,lacnic
AS263976,InfoVision Telecom,BR,lacnic
AS263977,Wifi Point Provedor de Internet Banda Larga ME LTD,BR,lacnic
AS263978,Alliance Telecom Ibirarema LTDA - ME,BR,lacnic
AS263979,CYBERNETRS LTDA - ME,BR,lacnic
AS263980,A R G3 TELECOM ASSOCIADOS LTDA,BR,lacnic
AS263981,DAVID DE SALLES BRASIL JUNIOR - ME,BR,lacnic
AS263982,POWERNET SOLUTIONS LTDA,BR,lacnic
AS263983,CIT INFORMATICA,BR,lacnic
AS263984,EJW TELECOM,BR,lacnic
AS263985,FABIO DA SILVA GARCIA COMPUTADORES - ME,BR,lacnic
AS263986,SABIUS TECNOLOGIA,BR,lacnic
AS263987,ESOLUTION INFORMATICA,BR,lacnic
AS263988,CAPIXABA TELECOMUNICAÇÃO LTDA ME,BR,lacnic
AS263989,GIGAREDE TECNOLOGIA DA INFORMACAO LTDA - ME,BR,lacnic
AS26399,Broadmoor Hotel Inc,US,arin
AS263990,FASTNET COMUNICACAO EIRELI - ME,BR,lacnic
AS263991,FERNANDA CRISTINA RUIZ MATIAZZO - ME,BR,lacnic
AS263992,Rosimeire Pereira Souza Gomes ME,BR,lacnic
AS263993,AUTOFAST SOLUÇÕES EM TECNOLOGIA LTDA,BR,lacnic
AS263994,HELIO B. MARTINS JUNIOR - ME,BR,lacnic
AS263995,LINK BRASIL LTDA,BR,lacnic
AS263996,SUPORTWEB TELECOMUNICACOES,BR,lacnic
AS263997,BITMAIL SERVICOS DE INFORMATICA LTDA - ME,BR,lacnic
AS263998,Sim Telecom,BR,lacnic
AS263999,UNILINK DO BRASIL PROVEDOR DE ACESSO A INTERNET,BR,lacnic
AS264,SRI International,US,arin
AS2640,Ames Laboratory,US,arin
AS26400,IAMO Telephone Company,US,arin
AS264000,FibraON - Fabricio Piloni Bertolo - ME,BR,lacnic
AS264001,GENESYSNET PROVEDOR DE INTERNET LTDA ME,BR,lacnic
AS264002,MVA TELECOM,BR,lacnic
AS264003,Pronet Telecom,BR,lacnic
AS264004,Matek Soluções de Informatica Ltda,BR,lacnic
AS264005,RocketNET Servicos de Comunicacao Multimidia Ltda,BR,lacnic
AS264006,FIBERLINK PROVEDORES DE VOZ SOBRE PROTOCOLO INTERN,BR,lacnic
AS264007,Elétric Telecomunicações e Informática LTDA ME,BR,lacnic
AS264008,LANCA & MANTOANI SERVICOS DE INFORMATICA LTDA - ME,BR,lacnic
AS264009,TBONET SERVICOS DE INFORMATICA E COMUNICACOES LTDA,BR,lacnic
AS26401,"XPO Logistics Supply chain,  inc",US,arin
AS264010,polli comércio e servicos em informatica,BR,lacnic
AS264011,A. MORAIS DE SÁ FERREIRA ME,BR,lacnic
AS264012,CELINTON RODRIGO SCHIMANOSKI ME,BR,lacnic
AS264013,CONNECTA TELECOM INTERNET LTDA - EPP,BR,lacnic
AS264014,Led Internet Eireli,BR,lacnic
AS264015,ZONA SUL TELECOM EIRELI - EPP,BR,lacnic
AS264016,Snell Telecomunicações Ltda. ME,BR,lacnic
AS264017,WLAN SOLUCOES TECNOLOGICAS,BR,lacnic
AS264018,ACR Telecom EIRELI,BR,lacnic
AS264019,Tribunal de Justiça do Estado de Rondônia,BR,lacnic
AS26402,City of Santa Barbara,US,arin
AS264020,FAST TELECOM,BR,lacnic
AS264021,J Lourenço de Lima Informatica,BR,lacnic
AS264022,REDE CONEXAONET,BR,lacnic
AS264023,SE77E TELECOM EIRELI ME,BR,lacnic
AS264024,Wnet Telecom e Informática EIRELI,BR,lacnic
AS264025,Arrobanet BandaLarga,BR,lacnic
AS264026,GRUPO A TELECOM,BR,lacnic
AS264027,Mega Net Turbo,BR,lacnic
AS264028,JOKA ON LINE PROVEDORA DE INTERNET LTDA - ME,BR,lacnic
AS264029,Universidade para o Desenv. do Alto Vale do Itajai,BR,lacnic
AS26403,Madera County Office of Education,US,arin
AS264030,Fiber Telecom Eireli - Me,BR,lacnic
AS264031,BRASILTEC SOLUCOES DIGITAIS LTDA - ME,BR,lacnic
AS264032,TopLink Informática LTDA,BR,lacnic
AS264033,N C SERVICOS DE COMUNICACAO MULTIMIDIA LTDA - ME,BR,lacnic
AS264034,Marcatti Network Eireli,BR,lacnic
AS264035,PG Net Comercio de Comp. LTDA,BR,lacnic
AS264036,C R MORENO,BR,lacnic
AS264037,Centrais Elétricas de Santa Catarina S.A,BR,lacnic
AS26404,"Integrated Network Technologies, Inc.",US,arin
AS264040,SERVICO SOCIAL DO COMERCIO SESC,BR,lacnic
AS264041,Metaweb Internet Ltda,BR,lacnic
AS264042,VIRTUAL TELECOM LTDA - ME,BR,lacnic
AS264043,SILFERNET COMÉRCIO E SERVIÇOS LTDA,BR,lacnic
AS264044,BANCO CREDIT SUISSE (BRASIL) S.A,BR,lacnic
AS264045,DL INTERNET,BR,lacnic
AS264046,GEORGE ALEXANDRE DIAS DE SOUSA ME,BR,lacnic
AS264047,MARIA FABIANA DOS SANTOS ARAUJO - ME,BR,lacnic
AS264048,Fiorilli S/C Ltda - Software,BR,lacnic
AS264049,TELECOMUNICACOES ALARCAO E FERNANDES LTDA - ME,BR,lacnic
AS26405,"HORIZON DATA SOLUTIONS, LLC",US,arin
AS264050,N. DE CARVALHO SANTANA EIRELI,BR,lacnic
AS264051,PROVEDOR ACTION,BR,lacnic
AS264052,Nobre Telecom Solucoes em Tecnologia LTDA - ME,BR,lacnic
AS264053,Centertel Mais Telecom LTDA - ME,BR,lacnic
AS264054,FALCON COMUNICAÇÕES E INFORMATICA,BR,lacnic
AS264055,WOOMER REIS DE LACERDA -ME,BR,lacnic
AS264056,DATACENTER DESIREHOST,BR,lacnic
AS264057,J2 TELECOM,BR,lacnic
AS264058,TOP NET Brasil Serviços de Telecomunicações LTDA,BR,lacnic
AS264059,D.V Comercio em Telecomunicacoes de Rede LTDA-ME,BR,lacnic
AS26406,National Center for Supercomputing Applications,US,arin
AS264060,INFINIT SOLUTIONS LTDA - ME,BR,lacnic
AS264061,Municipio de Caxias do Sul,BR,lacnic
AS264062,MIRAGE TECNOLOGIA,BR,lacnic
AS264063,IMA TELECOM LTDA,BR,lacnic
AS264064,BOHN E WELTER LTDA,BR,lacnic
AS264065,Wavetech Internet,BR,lacnic
AS264066,WP Tecnologia LTDA ME,BR,lacnic
AS264067,DIGINET TECNOLOGIA,BR,lacnic
AS264068,MEGALINK SOLUCOES EM INFORMATICA LTDA,BR,lacnic
AS264069,CONECTTIVA TELECOM LTDA.,BR,lacnic
AS26407,"Carolina Digital Phone, Inc.",US,arin
AS264070,FARIA & SCHIMITH LTDA - ME,BR,lacnic
AS264071,HOPNET TELECOM LTDA,BR,lacnic
AS264072,ANTONIO G DE SOUSA JUNIOR - ME,BR,lacnic
AS264073,JCR INFORMÁTICA E ELETRÔNICOS LTDA,BR,lacnic
AS264074,Remota Comunicações Ltda.,BR,lacnic
AS264075,K1 Telecom e Multimidia LTDA,BR,lacnic
AS264076,BREM TECHNOLOGY LTDA - ME,BR,lacnic
AS264077,T. COSTA GUIMARAES-ME,BR,lacnic
AS264078,KAITIANA FERREIRA DOS SANTOS,BR,lacnic
AS264079,ALANN EUDES DE SOUZA PEREIRA - ME,BR,lacnic
AS26408,Charter Communications,US,arin
AS264080,MINISTERIO DE MINAS E ENERGIA,BR,lacnic
AS264081,Rc Telecom,BR,lacnic
AS264082,NATIVA NETWORK LTDA - ME,BR,lacnic
AS264083,CONFEDERACAO BRASILEIRA DE FUTEBOL,BR,lacnic
AS264084,FOXX PROVIDER TELECOM,BR,lacnic
AS264085,EMME SERVICE EIRELI - EPP,BR,lacnic
AS264086,C.S TAVARES-ME,BR,lacnic
AS264087,FUNDACAO PAULISTA DE TECNOLOGIA E EDUCACAO,BR,lacnic
AS264088,Roberto dos Santos silva - me,BR,lacnic
AS264089,SJNET Telecomunicações Ltda,BR,lacnic
AS26409,"Pulte Mortgage, LLC",US,arin
AS264090,Adilson Vanderlei dos Santos Alves e Cia Ltda,BR,lacnic
AS264091,LANSERVI TECNOLOGIA,BR,lacnic
AS264092,STA TELECOM LTDA,BR,lacnic
AS264093,Inet Pro Distribuição de Dados Ltda,BR,lacnic
AS264094,MARTIN-BROWER COMERCIO TRANSPORTES E SERVICOS LTDA,BR,lacnic
AS264095,Saneamento de Goias S.A.,BR,lacnic
AS264096,RG PROVIDER LTDA ME,BR,lacnic
AS264097,WIID Telecomunicações do Brasil,BR,lacnic
AS264099,PREFEITURA DO MUNICIPIO DE CONCHAL,BR,lacnic
AS2641,The Scripps Research Institute,US,arin
AS26410,Point To Point Access.Com,US,arin
AS264100,RIO CABLE TELECOM LTDA,BR,lacnic
AS264101,RVR TELECOMUNICACOES E INFORMATICA EIRELI,BR,lacnic
AS264102,Tribunal Regional do Trabalho 9ª Região,BR,lacnic
AS264103,Pinheiro Net,BR,lacnic
AS264104,ICARO OLIVEIRA DA CUNHA - ME,BR,lacnic
AS264106,ANDRADE & LANDIM TELECOMUNICACOES LTDA,BR,lacnic
AS264107,ABC TELECOM,BR,lacnic
AS264108,M R REDES DE TELECOMUNICAÇOES LTDA,BR,lacnic
AS26411,"Strasz Computer Consulting, Inc.",US,arin
AS264110,Econect Itapevi Telecomunicações ltda,BR,lacnic
AS264111,RedeBr Telecom,BR,lacnic
AS264112,CAMON PROVEDOR,BR,lacnic
AS264113,INOVA TELECOMUNICACOES EIRELI,BR,lacnic
AS264114,RZ NET LTDA.,BR,lacnic
AS264116,I2 Telecom Ltda,BR,lacnic
AS264117,Fibramais Telecom Ltda,BR,lacnic
AS264118,SMA NETCOM LTDA ME,BR,lacnic
AS264119,UBA CONECT TELECOM LTDA - ME,BR,lacnic
AS26412,Agilisys,US,arin
AS264120,G20 Telecomunicacoes Ltda,BR,lacnic
AS264121,JLS Informática Ltda,BR,lacnic
AS264123,MEDIA NETWORKS BRASIL SOLUCOES DIGITAIS LTDA.,BR,lacnic
AS264124,SPEED SERVICE - INTERNET,BR,lacnic
AS264125,UN TELECOMUNICACOES LTDA ME,BR,lacnic
AS264126,O.F.dos Santos-Servicos de Telecomunicação-me,BR,lacnic
AS264127,Emitel Internet,BR,lacnic
AS264128,FUSION TELECOMUNICAÇÕES - EIRELI,BR,lacnic
AS264129,FAST TELECOMUNICACOES BIRIGUI LTDA - ME,BR,lacnic
AS26413,IP4B Inc.,CA,arin
AS264130,GIS TELECOM,BR,lacnic
AS264131,Conectacom Comercio e Servicos em Informatica LTDA,BR,lacnic
AS264133,TX WEB TELECOM LTDA,BR,lacnic
AS264134,Fernando B de Oliveira e Cia Ltda,BR,lacnic
AS264135,Priston Net Telecom,BR,lacnic
AS264136,LT2 TELECOMUNICACOES LTDA - EPP,BR,lacnic
AS264137,ClickNet Telecom,BR,lacnic
AS264138,INTERLES COMUNICACOES LTDA,BR,lacnic
AS264139,WORLD INFORMATICA LTDA,BR,lacnic
AS26414,"Unicycle, LLC",US,arin
AS264140,Netwi Telecom LTDA ME,BR,lacnic
AS264141,Vale do Ribeira Internet Ltda - Me,BR,lacnic
AS264142,WESTLINK TECNOLOGIA E COMUNICACAO LTDA. - ME,BR,lacnic
AS264144,ASAP GLOBAL TELECOM,BR,lacnic
AS264145,FACILNET PROVEDOR E SERVIÇOS LTDA-ME,BR,lacnic
AS264146,REDE CERRADO TELECOM,BR,lacnic
AS264147,INTERA COMUNICAÇÃO MULTIMIDIA E INFORMÁTICA,BR,lacnic
AS264148,Corrêa Sat Telecomunicações Ltda ME,BR,lacnic
AS264149,Sannet DRN Provedores Ltda ME,BR,lacnic
AS26415,VeriSign Global Registry Services,US,arin
AS264150,GIGAFLEX TELECOM,BR,lacnic
AS264151,MAXWI SOLUCOES EM INFORMATICA LTDA,BR,lacnic
AS264152,NETWORK DIGITAL LTDA,BR,lacnic
AS264153,Cable.com Telecomunicações LTDA,BR,lacnic
AS264154,PORTO SEGURO TV A CABO LTDA - ME,BR,lacnic
AS264155,DIATEL TELECOMUNICACOES E COMERCIO LTDA - ME,BR,lacnic
AS264156,Triade Internet,BR,lacnic
AS264157,GUAREZE - ME,BR,lacnic
AS264158,E QUARESMA NETO PROVEDORES EIRELI - ME,BR,lacnic
AS264159,Inexa Tecnologia LTDA.,BR,lacnic
AS26416,OCAS Application Services Inc.,CA,arin
AS264160,PRYMUS SERVIçOS EM TELECOMUNICAçõES LTDA,BR,lacnic
AS264161,FGTECH INFORMATICA LTDA,BR,lacnic
AS264162,NC BRASIL TELECOM E SERVIÇOS LTDA- ME,BR,lacnic
AS264163,REYVI INTERNET LTDA,BR,lacnic
AS264164,Telecomunicações Netcoro Ltda,BR,lacnic
AS264165,Ti5 Telecom LTDA - ME,BR,lacnic
AS264166,R & H COMERCIO DE INFORMATICA LTDA-ME,BR,lacnic
AS264167,Amazon Wifi Servicos de Internet Ltda,BR,lacnic
AS264168,jn cabral & cia ltda me,BR,lacnic
AS264169,WSP PROGRESSO E SERV DE TELECOMUNICACAO LTDA - ME,BR,lacnic
AS26417,"Scopia Fund Management, LLC",US,arin
AS264170,Winet Brasil,BR,lacnic
AS264171,globalnet.rt telecomunicaçoes ltda me,BR,lacnic
AS264172,Pasti Telecom,BR,lacnic
AS264174,Mundo Virtual Desenv. e Comunic Ltda,BR,lacnic
AS264175,Station Telecomunicacoes ltda,BR,lacnic
AS264176,Toebe & Bortoli Ltda - ME,BR,lacnic
AS264177,NETTCON PROVEDOR DE INTERNET LTDA - ME,BR,lacnic
AS264178,Coonexão Telecom e Informática EIRELI,BR,lacnic
AS26418,BOANN GROUP LLC DBA SAYO COMM.,AR,lacnic
AS264180,Fernando Net e Telecomunicações Ltda,BR,lacnic
AS264181,QUEX COMUNICACAO LTDA,BR,lacnic
AS264182,Silicom Planejamento Tec. e Informatica Ltda,BR,lacnic
AS264185,FUNDACAO REGIONAL INTEGRADA - CAMPUS DE ERECHIM,BR,lacnic
AS264186,AgresteNet Com e Serv LTDA - ME,BR,lacnic
AS264187,SOL NET TELECOMUNICACOES LTDA,BR,lacnic
AS264188,Wn Serviços De Informatica Ltda-me,BR,lacnic
AS264189,Minutos Telecom Informatica Ltda,BR,lacnic
AS26419,BDa,US,arin
AS264190,PREFEITURA MUNICIPAL DE INDAIATUBA,BR,lacnic
AS264191,Eagnet Telecomunicações Ltda-Me,BR,lacnic
AS264192,INTERLIGADO TELECOM SERVICOS DE COMUNICACAO LTDA,BR,lacnic
AS264193,CELLONI TELECOM COMERCIO INFORMATICA LTD,BR,lacnic
AS264194,NDDigital S/A Software,BR,lacnic
AS264195,Lajenet Telecom,BR,lacnic
AS264196,RoraimaNET Telecomunicacoes,BR,lacnic
AS264197,ORLANDO AUGUSTO PIRES BITTENCOURT - ME,BR,lacnic
AS264198,M2E PREST DE SERV ESPECIALIZADOS EM INF LTDA - EPP,BR,lacnic
AS2642,State of California,US,arin
AS26420,Cayan,US,arin
AS264200,R DE MELO NEVES CONEX - ME,BR,lacnic
AS264201,FERNANDES INFORNET,BR,lacnic
AS264202,Soares & Peruzzo Ltda,BR,lacnic
AS264203,M.J. Cenatti & Cia Ltda,BR,lacnic
AS264204,CAS SERVICOS DE COMUNICACAO MULTIMIDIA LTDA - ME,BR,lacnic
AS264205,EN Informática & Provedor de Internet LTDA - ME,BR,lacnic
AS264206,Mixconect Telecom Ltda ME,BR,lacnic
AS264207,Ponto Net Telecom Ltda-Me,BR,lacnic
AS264208,L L NET COMERCIO E SERVIÇO DE INFORMATICA LTDA ME,BR,lacnic
AS264209,LINKFORT TELECOM LTDA ME,BR,lacnic
AS26421,Ponderosa Cablevision,US,arin
AS264210,W2I TELECOM E SERVICOS LTDA - ME,BR,lacnic
AS264211,A C Gomes-ME,BR,lacnic
AS264212,IMPACTO TELECOMUNICACOES EIRELI - ME,BR,lacnic
AS264213,CONNECT TELECOM LTDA ME,BR,lacnic
AS264214,Guaptel-Net Telecom,BR,lacnic
AS264215,Wlenet Telecom,BR,lacnic
AS264216,Fenix Wireless Internet Ltda,BR,lacnic
AS264217,Sem Fone Telecomunicações Ltda,BR,lacnic
AS264218,Acesso10 Datacenter,BR,lacnic
AS264219,COSTA VALENTE TELECOMUNICACOES LTDA - ME,BR,lacnic
AS26422,About IT Online,ZA,afrinic
AS264220,EQUINIX BRASIL RJ,BR,lacnic
AS264221,phase projetos e serviços de engenharia ltda,BR,lacnic
AS264223,MULTIPLIC COMUNICACAO E TECNOLOGIA LTDA -ME,BR,lacnic
AS264224,ATALAIA NET LTDA - ME,BR,lacnic
AS264225,CIELO S.A.,BR,lacnic
