asn,name,country,registry
AS137918,MAURICE BLACKBURN PTY LIMITED,AU,apnic
AS137919,"BTS Building, 1000 Phahonyothin Rd., Chomphon, Chatuchak Bangkok 10900 Thailand",TH,apnic
AS13792,Internap Network Services Corporation,US,arin
AS137920,"Lifetime Technology Co., Ltd.",TH,apnic
AS137921,INFILTRATE,US,apnic
AS137922,IBOSS Inc.,US,apnic
AS137923,CiB Net Station Sdn Bhd,MY,apnic
AS137924,Wi-Fi First Limited,TH,apnic
AS137925,GIC-Bhutan Reinsurance Co. Ltd.,BT,apnic
AS137926,Clear Technology Pty Limited,AU,apnic
AS137927,Automated System (HK) Ltd.,HK,apnic
AS137928,SIEMENS HEALTHCARE PTE.LTD,SG,apnic
AS137929,DMIT Inc.,HK,apnic
AS13793,"T3 VoiceNet, LLC.",US,arin
AS137930,Doo Technology Limited,HK,apnic
AS137931,"Changsha Gainet Network Technology CO.Ltd.,",CN,apnic
AS137932,IPDC SOLUTIONS PTE LTD,SG,apnic
AS137933,Experimental Virtual Internet Exchange,CA,apnic
AS137934,United Commercial Bank Limited,BD,apnic
AS137935,I Link Internet Service,BD,apnic
AS137936,Nyatwork,CN,apnic
AS137937,Billy-George,AU,apnic
AS137937,,,ripe
AS137938,QBE Insurance Group Ltd,AU,apnic
AS137939,Mohammad Kabir Hossain,BD,apnic
AS13794,Odynet inc,CA,arin
AS137940,OnlineStack Global Networks,HK,apnic
AS137941,"SRASI Business Solutions, Inc.",PH,apnic
AS137942,Confidence Power Holdings Limited,BD,apnic
AS137943,KUBY NETWORKS,CA,apnic
AS137944,Clouding company Limited,HK,apnic
AS137945,Nutrien LTD APAC AS,AU,apnic
AS137946,"Xiamen Youtian Technology Co., Ltd.",CN,apnic
AS137947,Prime Bank Ltd,BD,apnic
AS137948,Diebold Nixdorf Singapore PTE. LTD.,SG,apnic
AS137949,AIRTRUNK OPERATING PTY LTD,AU,apnic
AS13795,"Kurtzman Carson Consultants, LLC",US,arin
AS137950,Neerja Softwares Pvt Ltd,IN,apnic
AS137951,Clayer Limited,HK,apnic
AS137952,"ANGKOR E & C (CAMBODIA) Co.,Ltd.",KH,apnic
AS137953,"Luoyang Gainet Computer Network Technology CO.Ltd.,",CN,apnic
AS137954,Dynatech Networks Pte Ltd,SG,apnic
AS137955,Myanmar Internet Exchange,MM,apnic
AS137956,Indian Institute of Technology Ropar,IN,apnic
AS137957,OMV NEW ZEALAND LIMITED,NZ,apnic
AS137958,"CAMBODIAN SINGMENG TELEMEDIA CO., LTD",KH,apnic
AS137959,Vision Technologies Ltd.,BD,apnic
AS13796,University of Connecticut,US,arin
AS137960,Sheffield Group,AU,apnic
AS137961,MD. Mokhlesur Rahman,BD,apnic
AS137962,GREYPANEL.PTE.LTD,SG,apnic
AS137963,MT Microtel Technology Sdn Bhd,MY,apnic
AS137964,Next Gen Online,BD,apnic
AS137965,Public Record Office Victoria,AU,apnic
AS137966,NeocomISP Limited,KH,apnic
AS137967,Digicon Telecommunication Ltd,BD,apnic
AS137968,Pen10 Services Pty Ltd,AU,apnic
AS137969,HONG KONG BRIDGE INFO-TECH LIMITED,HK,apnic
AS13797,"International Data Group, Inc.",US,arin
AS137970,HostPalace Web Solution PVT LTD,NL,apnic
AS137971,KOUKOUROU PTY LTD,AU,apnic
AS137972,K G Information Systems Private Limited,IN,apnic
AS137973,"Mindanao Islamic Telephone Company, Inc.",PH,apnic
AS137974,Bangabandhu Sheikh Mujibur Rahman Agricultural University,BD,apnic
AS137975,Stark Telecom,AF,apnic
AS137976,MD Firozur Rahman,BD,apnic
AS137977,CS LOXINFO PUBLIC COMPANY LIMITED,TH,apnic
AS137978,Solem Infotech Private Limited,IN,apnic
AS137979,"Guangdong Dahai Network Information Technology Co., Ltd.",CN,apnic
AS13798,L'Oreal USA,US,arin
AS137980,Unibit Pty Ltd,AU,apnic
AS137981,Bank of Maldives Plc,MV,apnic
AS137982,BOW LLC,MN,apnic
AS137983,"Cheetech Information Technology Co., Ltd.",KH,apnic
AS137984,XLC GLOBAL Limited,HK,apnic
AS137985,UNLIMITED BROADBAND NETWORK,BD,apnic
AS137986,"SAP China Co., Ltd.",CN,apnic
AS137987,SK Link,BD,apnic
AS137988,QUALITY INTERNET SERVICES PTE. LTD.,SG,apnic
AS137989,"BigHub Co.,Ltd",KH,apnic
AS13799,3form Inc.,US,arin
AS137990,SUNIWAY GROUP LIMITED,HK,apnic
AS137991,Lifeway Singapore Pte. Ltd.,SG,apnic
AS137992,"Leidc Co., Limited",HK,apnic
AS137993,Kingviews Adamas Systems Limited,HK,apnic
AS137994,Bhutan National Bank limited,BT,apnic
AS137995,"Shuangyu Communication Technology co.,Ltd.",HK,apnic
AS137996,"WIT Philippines, Inc.",PH,apnic
AS137997,Drik Picture Library Ltd.,BD,apnic
AS137998,TRAPEZE GROUP ASIA PACIFIC PTY LTD,AU,apnic
AS137999,QUINTRON-SYSTEMS-LIMITED,HK,apnic
AS138,DoD Network Information Center,US,arin
AS1380,"McVEAN Trading & Investments, LLC",US,arin
AS13800,Transcore Atlantic Inc.,PR,arin
AS138000,YUNZZ L.L.C,HK,apnic
AS138001,Sarafraz Bahador Internet Service Provider Company,AF,apnic
AS138002,Global Speech Networks Pty Ltd,AU,apnic
AS138003,Royal Police Cadet Academy,TH,apnic
AS138004,Wi-Fi First Limited,TH,apnic
AS138005,LENOVO (HONG KONG) LIMITED,HK,apnic
AS138006,Long Isaac Kwan,HK,apnic
AS138007,LENOVO (HONG KONG) LIMITED,HK,apnic
AS138008,Armajo Vibertech LDA,TL,apnic
AS138009,OPEN DC SDN BHD,MY,apnic
AS13801,Concord-Carlisle Regional School District,US,arin
AS138010,"SINET, Cambodia's specialist Internet and Telecom Service Provider.",KH,apnic
AS138011,"Speedy Cloud International Co., Ltd",HK,apnic
AS138012,SEQURETEK IT SOLUTIONS PRIVATE LIMITED,IN,apnic
AS138013,"Beijing Huajun Gaoke Software Co., Ltd",CN,apnic
AS138014,Daulatpur Online,BD,apnic
AS138015,American University of Afghanistan,AF,apnic
AS138016,NTC ASIA LIMITED,HK,apnic
AS138017,Abbotsleigh School,AU,apnic
AS138018,Oceandigi Pty Ltd,AU,apnic
AS138019,Punjab Safe City Authority,PK,apnic
AS13802,North Rock Communications Ltd.,BM,arin
AS138020,GREAT SKY LIMITED,HK,apnic
AS138021,DET-IO Pty. Ltd.,AU,apnic
AS138022,Mohammad Mohiuddin,BD,apnic
AS138023,Creation Online,BD,apnic
AS138024,Md. Yusuf Ahmed,BD,apnic
AS138025,RBC Cable,PH,apnic
AS138026,Krypton Global Networks (Malaysia) Sdn Bhd,MY,apnic
AS138027,Cryptopia Limited,NZ,apnic
AS138028,BOILEAU BUSINESS SOLUTIONS PTY LTD,AU,apnic
AS138029,"Shen Zhen Hu Lian Xian Feng Technology Co., Limited",CN,apnic
AS13803,CRC Inc.,US,arin
AS138030,NET-NAVICE,JP,apnic
AS138031,M/S. New Noman Traders,BD,apnic
AS138032,Yu Ru (Shang Hai) Shu Ju Ke Ji You Xian Gong Si,CN,apnic
AS138033,"BBIX, Inc",JP,apnic
AS138034,ATEN Australia Pty Ltd,AU,apnic
AS138035,BGP ASN for Novartis Hyderabad office internet peering with Bharti and Vodafone,IN,apnic
AS138036,"Cloudstaff provides world-class outsourcing solutions and high customer satisfaction, all from an enjoyable, family-friendly workplace.",PH,apnic
AS138037,NekomimiRouter,CN,apnic
AS138038,Wolf Network Lab,JP,apnic
AS138039,Broadband Business Ideas (PVT.) Limited,PK,apnic
AS13804,ATG Arrow Technology Group Limited Partnership,CA,arin
AS138040,DNSVAULT SDN BHD,MY,apnic
AS138041,Blume Pty Ltd,AU,apnic
AS138042,Runway Broadband,BD,apnic
AS138043,T Network,BD,apnic
AS138044,The Aurora Tower CTS 35222,AU,apnic
AS138045,PT Cipta Piranti Sejahtera,ID,apnic
AS138046,INSTITUT BISNIS DAN INFORMATIKA STIKOM SURABAYA,ID,apnic
AS138047,PT. Grace Nexus Teknologi,ID,apnic
AS138048,PT. PARADIGMA MATRA INDONESIA,ID,apnic
AS138049,PT. Global Oase Indonesia,ID,apnic
AS13805,World Communications,US,arin
AS138050,Dinas Komunikasi Provins Jawa Barat,ID,apnic
AS138051,CV. PRAKTIRA KONSULTAN,ID,apnic
AS138052,PT CARE TECHNOLOGIES,ID,apnic
AS138053,PT EMERIO INDONESIA,ID,apnic
AS138054,PT .Bank Common Wealth,ID,apnic
AS138055,BADAN INTELIJEN NEGARA,ID,apnic
AS138056,PT. JABARMAYA KRIYA SENTOSA,ID,apnic
AS138057,Dompet Dhuafa Republika,ID,apnic
AS138058,Lembaga Layanan Pendidikan Tinggi Wilayah IV,ID,apnic
AS138059,PEMERINTAH KABUPATEN PURWOREJO,ID,apnic
AS13806,NCR Corporation,US,arin
AS138060,PT Global Data Inspirasi,ID,apnic
AS138061,PT MEISSA Berkah Teknologi,ID,apnic
AS138062,PT. Awan Kilat Semesta,ID,apnic
AS138063,PT. Personel Alih Daya,ID,apnic
AS138064,PT. Jinom Network indonesia,ID,apnic
AS138065,PT Teknovatus Solusi Sejahtera,ID,apnic
AS138067,PT. ZORINA INDO MEDIA,ID,apnic
AS138068,PT. Super Sistem Ultima,ID,apnic
AS138069,PT CITRAWEB DIGITAL MULTISOLUSI,ID,apnic
AS13807,GREAT PLAINS COMMUNICATIONS INC,US,arin
AS138071,PEMERINTAH PROVINSI KALIMANTAN TENGAH,ID,apnic
AS13808,"Acculynk, Inc.",US,arin
AS13809,University of Arkansas for Medical Sciences,US,arin
AS1381,Advanced Networks & Services Inc.,US,arin
AS13810,"Afilias, Inc.",US,arin
AS13811,Microsoft Corporation,US,arin
AS13812,Fisher Scientific,US,arin
AS13813,"BroadSoft, Inc.",US,arin
AS13814,RCB Bank,US,arin
AS138145,Advanced Information Company Limited,HK,apnic
AS138146,Mohammad SAHIDUL ISLAM,BD,apnic
AS138147,"Philippine Cable Television Association, Inc.",PH,apnic
AS138148,MULTI DOMAIN RESOURCES AND SERVICES,MY,apnic
AS138149,Match Net,BD,apnic
AS13815,Chieftain Capital Management Inc.,US,arin
AS138150,Salim Khan & Milon Raihan,BD,apnic
AS138151,NeverDo Network,CN,apnic
AS138152,YISU CLOUD LTD,HK,apnic
AS138153,SaltyFish Tech Limited,HK,apnic
AS138154,Thomson Reuters International Services Pvt Ltd,IN,apnic
AS138155,JAWAHARLAL NEHRU UNIVERSITY,IN,apnic
AS138156,"CSNE Co., Ltd.",TH,apnic
AS138157,"TP Networks, LLC",JP,apnic
AS138158,Serge Pun & Associate (Myanmar) Ltd.,MM,apnic
AS138159,Reely Broadband And Telecommunications Pvt. Ltd.,IN,apnic
AS13816,Vigilant Technologies,US,arin
AS138160,"ZTNET CO., LTD",KH,apnic
AS138161,SBI Funds Management Private Limited,IN,apnic
AS138162,Bayer Cropscience Limited,IN,apnic
AS138163,Bangladesh University of Professionals (BUP),BD,apnic
AS138164,Macau University of Science and Technology,MO,apnic
AS138165,Strategic Integrated Solutions P/L,AU,apnic
AS138166,LUYAO LIU,CN,apnic
AS138167,TrueNET Company Limited,MM,apnic
AS138168,MyanmarAPN Company Limited,MM,apnic
AS138169,DP Technologies (Pvt) Ltd,LK,apnic
AS13817,"Cantillon Capital Management, LLC",US,arin
AS138170,Md Omrul Islam,BD,apnic
AS138171,E-Village,BD,apnic
AS138172,Boom Info Tech (SMC-Pvt) Ltd,PK,apnic
AS138173,Mortgage Choice Limited,AU,apnic
AS138174,UNITING (NSW.ACT),AU,apnic
AS138175,Fibertel Fibernet,NP,apnic
AS138176,Ameriprise India Pvt Ltd,IN,apnic
AS138177,NOMINET UK,GB,apnic
AS138178,Md. Mustak Ahmed t/a M/S M.S. Technology,BD,apnic
AS138179,PACIFIC MOBILE TELECOM,PF,apnic
AS13818,Nebraska Global Investment Company LLC,US,arin
AS138180,Ernst & Young Services Pty Ltd,AU,apnic
AS138181,Hu's Tech LLC,JP,apnic
AS138183,Md. Sirazus Salakin,BD,apnic
AS138184,Activ ICT Networks PTY Ltd,AU,apnic
AS138185,COSMIC NET PRIVATE LIMITED,NP,apnic
AS138186,"Beijing Sellon Technology Development Co., Ltd.",CN,apnic
AS138187,AYONE COMPUTERS LIMITED,NZ,apnic
AS138188,LIGHT CLOUD (HK) LIMITED,HK,apnic
AS138189,Securecom Ltd,NZ,apnic
AS13819,INDIGITAL TELECOM,US,arin
AS138190,Aurura Solutions LTD,JP,apnic
AS138191,Weblink Communications Ltd,BD,apnic
AS138192,Milon Molla,BD,apnic
AS138193,Karvy Computershare Private Limited,IN,apnic
AS138194,CEREBRAL PALSY LEAGUE OF QUEENSLAND,AU,apnic
AS138195,Shanghai Xima Internet Technology Limited,KR,apnic
AS138196,ym network technology limited,HK,apnic
AS138197,WINK NETWORK,BD,apnic
AS138198,Bengal Broadband Limited,BD,apnic
AS138199,Transatel,SG,apnic
AS1382,Advanced Networks & Services Inc.,US,arin
AS13820,ERTR Media LLC,US,arin
AS138200,LINK ADMINISTRATION HOLDINGS LIMITED,AU,apnic
AS138201,Melbourne Girls Grammar School,AU,apnic
AS138202,ITI LIMITED,IN,apnic
AS138203,Sonali Bank Limited,BD,apnic
AS138204,"Sophon Broadband Networks co.,ltd",TH,apnic
AS138205,Mohammad Mahbubur Rahman,BD,apnic
AS138206,Victoria Teachers Mutual Bank,AU,apnic
AS138207,ORACLE CUSTOMER MANAGEMENT SOLUTIONS PTY. LTD.,AU,apnic
AS138208,The Introvision,BD,apnic
AS138209,Programmed Maintenance Services Limited,AU,apnic
AS13821,AllianceBernstein L.P.,US,arin
AS138210,Kugelblitz Network,NZ,apnic
AS138211,MoeQing Network Service,CN,apnic
AS138212,SpaceNet Ltd.,BD,apnic
AS138213,LankaBangla Finance Limited,BD,apnic
AS138214,RAMPANT TECHNOLOGY PTY. LTD.,AU,apnic
AS138215,Royal Thai Police,TH,apnic
AS138216,Burwood Council,AU,apnic
AS138217,"Quan Zhou Shi Qing Guo Wang Luo Ke Ji Co., Limited",CN,apnic
AS138218,ABOITIZ EQUITY VENTURES INC.,PH,apnic
AS138219,MADINA,TH,apnic
AS13822,Milton Academy,US,arin
AS138220,Raftar Networks Pvt Ltd,IN,apnic
AS138221,Ynet Telecom Solutions,IN,apnic
AS13823,Mesh.Net,US,arin
AS13824,"AZCI.net, LLC",US,arin
AS13825,"Troy Cablevision, Inc.",US,arin
AS138256,Chamunda Tech Net Services Private Limited,IN,apnic
AS138257,C.d. Palace And Electronics,IN,apnic
AS138258,B-fi Networks Pvt. Ltd.,IN,apnic
AS13826,TeraGo Networks Inc.,CA,arin
AS13827,Washington Post,US,arin
AS13828,"Internet 2000, Inc.",US,arin
AS138289,Smart Choice Wireless Network Pvt Ltd,IN,apnic
AS13829,Pima County,US,arin
AS138290,Unigro Infranet Online Pvt. Ltd.,IN,apnic
AS138291,Mall And Mall Digiworld Pvt Ltd,IN,apnic
AS138292,Galaxy Digitech India Private Limited,IN,apnic
AS138293,Spacetrade Internet Pvt Ltd,IN,apnic
AS1383,Advanced Networks & Services Inc.,US,arin
AS13830,Nexril,US,arin
AS13831,PogoZone,US,arin
AS13832,Oracle Corporation,US,arin
AS138320,Shamsuzzaman Mamun,BD,apnic
AS138321,AETOS Capitial Group Pty Ltd.,AU,apnic
AS138322,Afghan Wireless,AF,apnic
AS138323,Opticomm Co Pty Ltd,AU,apnic
AS138324,JHELUM NETWORKS PVT LTD,PK,apnic
AS138325,Ether Link,BD,apnic
AS138326,THE TRUSTEE FOR SENTELLA DISCRETIONARY TRUST & THE TRUSTEE FOR THE COX FAMILY TRUST,AU,apnic
AS13833,Nos Communications,US,arin
AS13834,AGL Resources Inc.,US,arin
AS13835,IMPSAT FIBER NETWORKS INC,AR,lacnic
AS13836,"Nasdaq, Inc.",US,arin
AS13837,"Point5 Managed Services, LLC",US,arin
AS13838,Emerson College,US,arin
AS13839,Piper Jaffray Companies,US,arin
AS1384,Advanced Networks & Services Inc.,US,arin
AS13840,"SHERIDAN HEALTHCORP, INC.",US,arin
AS13841,IHS Energy Group,US,arin
AS13842,Windstream Communications LLC,US,arin
AS13843,Phoenix American Inc.,US,arin
AS13844,St. John's Riverside Hospital,US,arin
AS13845,ViaWest,US,arin
AS13846,Lavalife Corp.,CA,arin
AS13847,RoadRunner,"",radb
AS13848,Ariba Inc,US,arin
AS13849,"TEMCO SERVICE INDUSTRIES, INC.",US,arin
AS1385,Advanced Networks & Services Inc.,US,arin
AS13850,"Strategic Products and Services, Inc.",US,arin
AS13851,SevenL Networks,CA,arin
AS13852,Utilicorp United Inc.,US,arin
AS13853,ECTISP Ellis County Texas Internet Service Provider Inc.,US,arin
AS13854,The Johannesburg Stock Exchange (JSE Limited),ZA,afrinic
AS13855,"The Municipal Communications Utility of the City of Cedar Falls, Iowa",US,arin
AS13856,Infinetworx Caribbean Inc,BB,arin
AS13857,Online Northwest,US,arin
AS13858,TransCanada Pipelines Ltd.,CA,arin
AS13859,Cerner Corporation,US,arin
AS1386,Advanced Networks & Services Inc.,US,arin
AS13860,Lincoln Financial Group,US,arin
AS13861,March Networks Corporation,CA,arin
AS13862,iTMethods Inc.,CA,arin
AS13863,Alvaka Networks,US,arin
AS13864,Commission scolaire des Patriotes,CA,arin
AS13865,Duck Bites,US,arin
AS13866,Computer Country,US,arin
AS13867,CBS Interactive Inc.,US,arin
AS13868,"Peak Internet, LLC",US,arin
AS13869,Unleaded Group,US,arin
AS1387,Advanced Networks & Services Inc.,US,arin
AS13870,"Aureus Asset Management, LLC",US,arin
AS13871,Telebyte NW,US,arin
AS13872,Tamarack Computers Ltd.,CA,arin
AS13873,Kaplan Educational Centers,US,arin
AS13874,Núcleo de Inf. e Coord. do Ponto BR - NIC.BR,BR,lacnic
AS13875,"AFN, LLC",US,arin
AS13876,"FiberLight, LLC",US,arin
AS13877,"Wendy's International, Inc.",US,arin
AS13878,UOL DIVEO S.A.,BR,lacnic
AS13879,Equant Inc.,EU,ripe
AS1388,Advanced Networks & Services Inc.,US,arin
AS13880,american century investments,US,arin
AS13881,California Institute of Integral Studies,US,arin
AS13882,Hartford Life Insurance Company,US,arin
AS13883,"Contractors Register, Inc.",US,arin
AS13884,SoftLayer Technologies Inc.,US,arin
AS13885,"Dundee Internet Services, Inc",US,arin
AS13886,Cloud South,US,arin
AS13887,"RoomsToGo.com, Inc.",US,arin
AS13888,Bear Creek Operations Inc,US,arin
AS13889,"Intex Solutions, Inc.",US,arin
AS1389,Advanced Networks & Services Inc.,US,arin
AS13890,Internap Network Services Corporation,US,arin
AS13891,"21ST CENTURY ONCOLOGY, INC.",US,arin
AS13892,BI,US,arin
AS13893,"Enterprise Holdings, Inc.",US,arin
AS13894,SECUREWEBS INC,US,arin
AS13895,FiberConX,CA,arin
AS13896,FUZE INC,US,arin
AS13897,Internet Brands Inc.,US,arin
AS13898,"CollaborateMD, Inc.",US,arin
AS13899,Kricket Internet Services LLC,US,arin
AS139,Navy Network Information Center (NNIC),US,arin
AS1390,Advanced Networks & Services Inc.,US,arin
AS13900,"Christian Broadcasting Network, Inc.",US,arin
AS13901,"Afilias, Inc.",US,arin
AS13902,"xaxis, inc.",US,arin
AS13903,"Unitedlayer, Inc.",US,arin
AS13904,Cherryland Services Inc,US,arin
AS13905,Constellation HomeBuilder Systems Inc.,US,arin
AS13906,"Everbridge, Inc",US,arin
AS13907,NCR Corporation,US,arin
AS13908,"Bloomberg, LP",US,arin
AS13909,"Techie Hosting, Inc.",US,arin
AS1391,Advanced Networks & Services Inc.,US,arin
AS13910,"Register.com, Inc",US,arin
AS13911,Tera-byte Dot Com Inc.,CA,arin
AS13912,Commtouch Inc.,US,arin
AS13913,"Affiliated Monitoring, Inc.",US,arin
AS13914,CAMARA DE DIRIGENTES LOJISTAS DE BELO HORIZONTE,BR,lacnic
AS13915,Radiology Imaging Associates P.C.,US,arin
AS13916,"Proofpoint, Inc.",US,arin
AS13917,"Corporate West Computer Systems, Inc.",US,arin
AS13918,City of Tucson,US,arin
AS13919,"ADS Alliance Data Systems, Inc.",US,arin
AS1392,Advanced Networks & Services Inc.,US,arin
AS13921,Hecla Mining Company,US,arin
AS13922,GreenQube,US,arin
AS13923,"IPCopper, Inc.",US,arin
AS13924,Allied Internet Services,US,arin
AS13925,Null Route Networks,US,arin
AS13926,"Strong Technology, LLC.",US,arin
AS13927,"KanOkla Communications, LLC",US,arin
AS13928,"IT Right, Inc",US,arin
AS13929,Technisys S.A.,AR,lacnic
AS1393,Advanced Networks & Services Inc.,US,arin
AS13930,The Children's Mercy Hospital,US,arin
AS13931,MASONIC CHARITY FOUNDATION OF NEW JERSEY,US,arin
AS13932,Washington Hospital Healthcare Sysem,US,arin
AS13933,"Anchor Packaging, Inc.",US,arin
AS13934,Diaz Piacenza S.A.,AR,lacnic
AS13936,Universal Soft SA,AR,lacnic
AS13937,Uniserve On Line,CA,arin
AS13938,"SS&C Technologies, Inc.",US,arin
AS13939,Southwest Texas Junior College,US,arin
AS1394,Advanced Networks & Services Inc.,US,arin
AS13940,San Joaquin County Office of Education,US,arin
AS13942,Commission Scolaire Marie-Victorin,CA,arin
AS13943,"Y K Communications, LTD",US,arin
AS13944,"Bridgestone Americas, Inc.",US,arin
AS13945,PRISM Technologies,US,arin
AS13946,Broadcast Educational Media Commission,US,arin
AS13947,Sitestar Internet Services,US,arin
AS13948,Linamar Corporation,CA,arin
AS13949,"Slide, Inc.",US,arin
AS1395,Advanced Networks & Services Inc.,US,arin
AS13950,"DLS Internet Services, Inc",US,arin
AS13951,"C7 Data Centers, Inc.",US,arin
AS13952,New College Institute,US,arin
AS13953,Sauk Valley Community College,US,arin
AS13954,"Staples, Inc",US,arin
AS13955,Echostar Broadcasting Corporation,US,arin
AS13956,1-800-Dentist,US,arin
AS13957,Metropolitan Nashville Airport Authority,US,arin
AS13958,"THE RIDGEROCK GROUP, LLC",US,arin
AS13959,Autophone of Laredo,US,arin
AS1396,"ThinkTech, Inc",US,arin
AS13960,Alentus Corporation,US,arin
AS13961,AIG Technologies Inc.,US,arin
AS13962,World Internet Services,US,arin
AS13963,Skyview Networks,US,arin
AS13964,AT&T Corp.,US,arin
AS13965,AT&T Corp.,US,arin
AS13966,Shared Services Canada,CA,arin
AS13967,"Buyseasons, Inc.",US,arin
AS13968,CALIFORNIA ISO,US,arin
AS13969,"PROFESSIONAL MEDICAL MANAGEMENT, INC.",US,arin
AS1397,"ThinkTech, Inc",US,arin
AS13970,Capital One Financial Corporation,US,arin
AS13971,HedgeServ Corporation,US,arin
AS13972,"Wadsworth Center, NYS Department of Health",US,arin
AS13973,"Reaction Systems, Inc.",US,arin
AS13974,"Saddlebrook Resorts, Inc.",US,arin
AS13975,NYCPM,US,arin
AS13976,"Topocean Consolidation Service (Los Angeles), Inc.",US,arin
AS13977,"FAIRPOINT COMMUNICATIONS, INC.",US,arin
AS13978,Washington Health Benefit Exchange,US,arin
AS13979,"AT&T Services, Inc.",US,arin
AS1398,"ThinkTech, Inc",US,arin
AS13980,"Twotrees Technologies, LLC",US,arin
AS13981,Institute for Transfusion Medicine,US,arin
AS13982,National Industries for the Blind,US,arin
AS13983,ALE Solutions Inc,US,arin
AS13984,SD Data Center,US,arin
AS13985,NASCO,US,arin
AS13986,ECSIS.NET,US,arin
AS13987,IBASIS INC.,US,arin
AS13988,IBASIS INC.,US,arin
AS13989,Sony Interactive Entertainment America LLC,US,arin
AS1399,"ThinkTech, Inc",US,arin
AS13990,County of Orange,US,arin
AS13991,Curacao Information Network - A division ofSetel N,CW,lacnic
AS13992,"SailPoint Technologies, Inc.",US,arin
AS13993,"MOTIVE,  INC.",US,arin
AS13994,Owensboro Municipal Utilities,US,arin
AS13995,"Personnel Decisions Research Institutes, Inc.",US,arin
AS13996,Dish Network Corporation,US,arin
AS13997,"Rapid Displays, Inc",US,arin
AS13998,UT Southwestern Medical Center at Dallas,US,arin
AS13999,"Mega Cable, S.A. de C.V.",MX,lacnic
AS14,Columbia University,US,arin
AS140,DoD Network Information Center,US,arin
